permaticker,ticker,cik,effective_from,effective_to,relationship_type,source,source_record_id,confidence,mapping_rationale,review_status
196195,ONNN,1097864,2000-05-02,2015-05-03,ticker_rename,sharadar_tickers.secfilings,permaticker:196195,high,traded as ONNN until renamed 2015-05-04 (ACTIONS tickerchangefrom),auto_high_precedence
196195,ON,1097864,2015-05-04,,direct,sharadar_tickers.secfilings,permaticker:196195,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196200,ALGN,1097149,2001-01-30,,direct,sharadar_tickers.secfilings,permaticker:196200,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196257,PLUG,1093691,1999-10-29,,direct,sharadar_tickers.secfilings,permaticker:196257,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196261,DXCM,1093557,2005-04-14,,direct,sharadar_tickers.secfilings,permaticker:196261,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196283,CCMM,1091667,2010-01-05,2010-09-15,ticker_rename,sharadar_tickers.secfilings,permaticker:196283,high,traded as CCMM until renamed 2010-09-16 (ACTIONS tickerchangefrom),auto_high_precedence
196283,CHTR,1091667,2010-09-16,,direct,sharadar_tickers.secfilings,permaticker:196283,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196290,A,1090872,1999-11-18,,direct,sharadar_tickers.secfilings,permaticker:196290,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196291,UPS,1090727,1999-11-10,,direct,sharadar_tickers.secfilings,permaticker:196291,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196296,DVN,1090012,1992-03-17,,direct,sharadar_tickers.secfilings,permaticker:196296,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196326,RHAT,1087423,1999-08-11,2006-12-13,ticker_rename,sharadar_tickers.secfilings,permaticker:196326,high,traded as RHAT until renamed 2006-12-14 (ACTIONS tickerchangefrom),auto_high_precedence
196326,RHT,1087423,2006-12-14,2019-07-08,direct,sharadar_tickers.secfilings,permaticker:196326,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196336,AKAM,1086222,1999-10-29,,direct,sharadar_tickers.secfilings,permaticker:196336,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196380,CMLH,1083301,2000-03-14,2002-11-21,ticker_rename,sharadar_tickers.secfilings,permaticker:196380,high,traded as CMLH until renamed 2002-11-22 (ACTIONS tickerchangefrom),auto_high_precedence
196380,IKNX,1083301,2002-11-22,2021-12-13,ticker_rename,sharadar_tickers.secfilings,permaticker:196380,high,traded as IKNX until renamed 2021-12-14 (ACTIONS tickerchangefrom),auto_high_precedence
196380,WULF,1083301,2021-12-14,,direct,sharadar_tickers.secfilings,permaticker:196380,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196456,PCLN,1075531,1999-03-31,2018-02-27,ticker_rename,sharadar_tickers.secfilings,permaticker:196456,high,traded as PCLN until renamed 2018-02-28 (ACTIONS tickerchangefrom),auto_high_precedence
196456,BKNG,1075531,2018-02-28,,direct,sharadar_tickers.secfilings,permaticker:196456,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196469,IVGN,1073431,1999-02-26,2008-11-24,ticker_rename,sharadar_tickers.secfilings,permaticker:196469,high,traded as IVGN until renamed 2008-11-25 (ACTIONS tickerchangefrom),auto_high_precedence
196469,LIFE,1073431,2008-11-25,2014-02-02,ticker_rename,sharadar_tickers.secfilings,permaticker:196469,high,traded as LIFE until renamed 2014-02-03 (ACTIONS tickerchangefrom),auto_high_precedence
196469,LIFE2,1073431,2014-02-03,2014-02-03,direct,sharadar_tickers.secfilings,permaticker:196469,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196482,CNTE,1071739,2001-12-13,2003-10-15,ticker_rename,sharadar_tickers.secfilings,permaticker:196482,high,traded as CNTE until renamed 2003-10-16 (ACTIONS tickerchangefrom),auto_high_precedence
196482,CNC,1071739,2003-10-16,,direct,sharadar_tickers.secfilings,permaticker:196482,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196489,HMT,1070750,1986-01-01,2006-02-26,ticker_rename,sharadar_tickers.secfilings,permaticker:196489,high,traded as HMT until renamed 2006-02-27 (ACTIONS tickerchangefrom),auto_high_precedence
196489,HST,1070750,2006-02-27,,direct,sharadar_tickers.secfilings,permaticker:196489,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196506,PTIE,1069530,2000-07-14,2019-03-27,ticker_rename,sharadar_tickers.secfilings,permaticker:196506,high,traded as PTIE until renamed 2019-03-28 (ACTIONS tickerchangefrom),auto_high_precedence
196506,SAVA,1069530,2019-03-28,2026-03-10,ticker_rename,sharadar_tickers.secfilings,permaticker:196506,high,traded as SAVA until renamed 2026-03-11 (ACTIONS tickerchangefrom),auto_high_precedence
196506,FLNA,1069530,2026-03-11,,direct,sharadar_tickers.secfilings,permaticker:196506,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196511,TASR,1069183,2001-06-19,2017-04-20,ticker_rename,sharadar_tickers.secfilings,permaticker:196511,high,traded as TASR until renamed 2017-04-21 (ACTIONS tickerchangefrom),auto_high_precedence
196511,AAXN,1069183,2017-04-21,2021-01-25,ticker_rename,sharadar_tickers.secfilings,permaticker:196511,high,traded as AAXN until renamed 2021-01-26 (ACTIONS tickerchangefrom),auto_high_precedence
196511,AXON,1069183,2021-01-26,,direct,sharadar_tickers.secfilings,permaticker:196511,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196523,BRK.B,1067983,1996-05-09,,share_class,sharadar_tickers.secfilings,permaticker:196523,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196526,URI,1067701,1997-12-18,,direct,sharadar_tickers.secfilings,permaticker:196526,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196547,NFLX,1065280,2002-05-23,,direct,sharadar_tickers.secfilings,permaticker:196547,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196550,EBAY,1065088,1998-09-24,,direct,sharadar_tickers.secfilings,permaticker:196550,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196553,USU,1065059,1998-07-23,2015-09-14,ticker_rename,sharadar_tickers.secfilings,permaticker:196553,high,traded as USU until renamed 2015-09-15 (ACTIONS tickerchangefrom),auto_high_precedence
196553,LEU,1065059,2015-09-15,,direct,sharadar_tickers.secfilings,permaticker:196553,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196556,BTU,1064728,2001-05-22,2016-05-07,ticker_rename,sharadar_tickers.secfilings,permaticker:196556,high,traded as BTU until renamed 2016-05-08 (ACTIONS tickerchangefrom),auto_high_precedence
196556,BTUUQ,1064728,2016-05-08,2017-04-03,direct,sharadar_tickers.secfilings,permaticker:196556,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196561,SPG,1063761,1993-12-14,,direct,sharadar_tickers.secfilings,permaticker:196561,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196584,EPD,1061219,1998-07-28,,direct,sharadar_tickers.secfilings,permaticker:196584,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196594,SGEN,1060736,2001-03-09,2023-12-13,direct,sharadar_tickers.secfilings,permaticker:196594,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196598,RSG,1060391,1998-07-01,,direct,sharadar_tickers.secfilings,permaticker:196598,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196607,MCO,1059556,2000-10-03,,direct,sharadar_tickers.secfilings,permaticker:196607,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196624,CTSH,1058290,1998-06-19,,direct,sharadar_tickers.secfilings,permaticker:196624,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196625,CMG,1058090,2006-01-26,,direct,sharadar_tickers.secfilings,permaticker:196625,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196626,MRVL,1835632,2000-06-30,,direct,sharadar_tickers.secfilings,permaticker:196626,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196633,CSGP,1057352,1998-07-01,,direct,sharadar_tickers.secfilings,permaticker:196633,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196651,GEB,1055726,1998-12-08,2005-03-31,ticker_rename,sharadar_tickers.secfilings,permaticker:196651,high,traded as GEB until renamed 2005-04-01 (ACTIONS tickerchangefrom),auto_high_precedence
196651,INO,1055726,2005-04-01,,direct,sharadar_tickers.secfilings,permaticker:196651,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196660,BRCM,1054374,1998-04-17,2016-01-29,direct,sharadar_tickers.secfilings,permaticker:196660,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196669,AMT,1053507,1998-02-27,,direct,sharadar_tickers.secfilings,permaticker:196669,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196692,AXTI,1051627,1998-05-21,,direct,sharadar_tickers.secfilings,permaticker:196692,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196696,TWRS,1051470,1998-08-18,2001-04-24,ticker_rename,sharadar_tickers.secfilings,permaticker:196696,high,traded as TWRS until renamed 2001-04-25 (ACTIONS tickerchangefrom),auto_high_precedence
196696,CCI,1051470,2001-04-25,,direct,sharadar_tickers.secfilings,permaticker:196696,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196701,PWR,1050915,1998-02-12,,direct,sharadar_tickers.secfilings,permaticker:196701,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196707,MSTR,1050446,1998-06-11,,direct,sharadar_tickers.secfilings,permaticker:196707,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196717,FDX,1048911,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:196717,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196719,FFIV,1048695,1999-06-04,,direct,sharadar_tickers.secfilings,permaticker:196719,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196723,BMRN,1048477,1999-07-26,,direct,sharadar_tickers.secfilings,permaticker:196723,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196724,MAR,1048286,1998-03-23,,direct,sharadar_tickers.secfilings,permaticker:196724,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196730,ED,1047862,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:196730,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196736,RTN,1047122,1986-01-01,2020-04-02,direct,sharadar_tickers.secfilings,permaticker:196736,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196754,NVDA,1045810,1999-01-22,,direct,sharadar_tickers.secfilings,permaticker:196754,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196757,AMB,1045609,1997-11-21,2011-06-02,ticker_rename,sharadar_tickers.secfilings,permaticker:196757,high,traded as AMB until renamed 2011-06-03 (ACTIONS tickerchangefrom),auto_high_precedence
196757,PLD,1045609,2011-06-03,,direct,sharadar_tickers.secfilings,permaticker:196757,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196779,JNPR,1043604,1999-06-25,2025-07-01,direct,sharadar_tickers.secfilings,permaticker:196779,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196785,NLY,1043219,1997-10-08,,direct,sharadar_tickers.secfilings,permaticker:196785,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196816,YUM,1041061,1997-09-17,,direct,sharadar_tickers.secfilings,permaticker:196816,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196837,OKE,1039684,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:196837,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196845,PXD,1038357,1987-12-22,2024-05-02,direct,sharadar_tickers.secfilings,permaticker:196845,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196860,BXP,1037540,1997-06-18,,direct,sharadar_tickers.secfilings,permaticker:196860,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196866,RL,1037038,1997-06-12,,direct,sharadar_tickers.secfilings,permaticker:196866,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196878,FIX,1035983,1997-06-27,,direct,sharadar_tickers.secfilings,permaticker:196878,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196885,ISRG,1035267,2000-06-16,,direct,sharadar_tickers.secfilings,permaticker:196885,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196889,VLO,1035002,1997-08-01,,direct,sharadar_tickers.secfilings,permaticker:196889,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196897,SBAC,1034054,1999-06-16,,direct,sharadar_tickers.secfilings,permaticker:196897,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196905,SRE,1032208,1998-06-29,,direct,sharadar_tickers.secfilings,permaticker:196905,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196907,SLM,1032033,1988-01-05,,direct,sharadar_tickers.secfilings,permaticker:196907,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196912,FE,1031296,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:196912,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196966,ROK,1024478,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:196966,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196967,COTY,1024305,2013-06-13,,direct,sharadar_tickers.secfilings,permaticker:196967,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196999,NOI,1021860,1996-10-29,2005-06-01,ticker_rename,sharadar_tickers.secfilings,permaticker:196999,high,traded as NOI until renamed 2005-06-02 (ACTIONS tickerchangefrom),auto_high_precedence
196999,NOV,1021860,2005-06-02,,direct,sharadar_tickers.secfilings,permaticker:196999,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197001,NUS,1021561,1996-11-22,,direct,sharadar_tickers.secfilings,permaticker:197001,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197029,AMZN,1018724,1997-05-16,,direct,sharadar_tickers.secfilings,permaticker:197029,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197056,ULTI,1016125,1998-06-17,2019-05-01,ticker_rename,sharadar_tickers.secfilings,permaticker:197056,high,traded as ULTI until renamed 2019-05-02 (ACTIONS tickerchangefrom),auto_high_precedence
197056,ULTI1,1016125,2019-05-02,2019-05-02,direct,sharadar_tickers.secfilings,permaticker:197056,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197066,VRSN,1014473,1998-01-30,,direct,sharadar_tickers.secfilings,permaticker:197066,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197070,NRG,1013871,2003-12-02,,direct,sharadar_tickers.secfilings,permaticker:197070,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197076,ANSS,1013462,1996-06-21,2025-07-17,direct,sharadar_tickers.secfilings,permaticker:197076,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
197083,HPG,1012569,1996-06-25,2004-02-23,ticker_rename,sharadar_tickers.secfilings,permaticker:197083,high,traded as HPG until renamed 2004-02-24 (ACTIONS tickerchangefrom),auto_high_precedence
197083,ETP,1012569,2004-02-24,2017-04-26,ticker_rename,sharadar_tickers.secfilings,permaticker:197083,high,traded as ETP until renamed 2017-04-27 (ACTIONS tickerchangefrom),auto_high_precedence
197083,ETP1,1012569,2017-04-27,2017-04-27,direct,sharadar_tickers.secfilings,permaticker:197083,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
